id,camera_path,device,viewport,timestep,quad_tess,geo_quad,stpa,quad_inst,poly_tess,umap_x,umap_y,seq
116,diagonal_x,NVIDIA TITAN Xp,2048 2048,59,74.8324,76.0711,7.5855,75.2502,52.3316,1.5637068,1.761359,11
117,diagonal_x,NVIDIA TITAN Xp,2048 2048,69,75.4484,77.5416,4.6806,74.1878,52.2802,1.9357061,1.1804079,11
118,diagonal_x,NVIDIA TITAN Xp,2048 2048,79,76.0503,79.0389,3.3622,73.4403,52.3952,1.9258279,0.69083065,11
119,diagonal_x,NVIDIA TITAN Xp,2048 2048,89,77.5849,80.9317,1.9904,73.9847,52.8919,2.2539644,0.40761214,11
120,diagonal_x,NVIDIA TITAN Xp,2048 2048,99,78.9366,83.1822,0.4528,74.0834,52.9919,2.7051685,-0.030564072,11
121,diagonal_x,NVIDIA TITAN Xp,512 512,0,140.4538,121.3907,121.8799,146.39,85.2341,-0.25521797,7.2677174,12
122,diagonal_x,NVIDIA TITAN Xp,512 512,9,130.2344,111.6221,112.0946,134.4202,77.4126,0.13023387,7.174961,12
123,diagonal_x,NVIDIA TITAN Xp,512 512,19,122.7617,104.1777,104.6579,126.2693,76.5814,0.75647724,6.7756596,12
124,diagonal_x,NVIDIA TITAN Xp,512 512,29,118.6228,99.5827,99.93,122.3227,75.6848,1.0697731,5.9666,12
125,diagonal_x,NVIDIA TITAN Xp,512 512,39,120.1938,100.5936,101.2244,122.6846,75.5093,1.0714505,6.636491,12
126,diagonal_x,NVIDIA TITAN Xp,512 512,49,126.9748,105.8891,84.5544,128.3608,76.0127,1.2831907,6.7204843,12
127,diagonal_x,NVIDIA TITAN Xp,512 512,59,140.6577,119.458,63.7527,139.3227,77.1254,1.1186612,6.127471,12
128,diagonal_x,NVIDIA TITAN Xp,512 512,69,153.753,140.8064,50.9609,150.7273,78.959,1.1721404,5.9380836,12
129,diagonal_x,NVIDIA TITAN Xp,512 512,79,171.6765,165.2953,42.0479,159.3737,80.8519,1.094109,5.5037446,12
130,diagonal_x,NVIDIA TITAN Xp,512 512,89,192.0322,194.2827,28.0315,167.8249,82.3968,1.1697897,5.0424123,12
131,diagonal_x,NVIDIA TITAN Xp,512 512,99,205.0739,221.2673,7.0673,173.1356,83.7605,1.2714692,4.093446,12
132,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,0,17.6813,8.9643,8.9338,13.6484,5.5307,2.4232938,-5.567993,13
133,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,9,17.689,8.6164,8.6014,13.6587,5.5311,2.088121,-5.438135,13
134,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,19,17.1143,8.2559,8.2368,13.6087,5.5321,2.2806635,-5.44792,13
135,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,29,16.351,7.8074,7.8258,13.4014,5.521,2.423395,-5.539611,13
136,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,39,15.9,7.6771,7.7092,13.0202,5.454,2.2579618,-5.087211,13
137,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,49,16.3862,7.9874,5.0116,13.6578,5.5335,2.581447,-5.1868067,13
138,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,59,16.3644,7.9283,2.8277,13.374,5.5327,2.321984,-5.7968216,13
139,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,69,16.6353,8.2458,1.9885,12.9681,5.5346,2.5192943,-5.763892,13
140,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,79,16.7453,8.5937,1.5155,12.418,5.529,2.4563704,-5.8905535,13
141,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,89,17.0307,9.1053,0.9413,12.0345,5.4979,2.6477044,-5.635384,13
142,diagonal_x,Radeon (TM) RX 480 Graphics,1024 1024,99,17.1962,9.8027,0.235,11.6688,5.4096,2.782001,-5.67519,13
143,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,0,12.7199,5.5284,5.5362,12.3684,5.5255,2.8600402,-6.2828236,14
144,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,9,11.5445,4.8584,4.854,11.6459,5.5037,2.9179845,-6.3787766,14
145,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,19,10.2109,4.1737,4.1848,10.4761,5.4276,2.629067,-6.431619,14
146,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,29,8.7679,3.5404,3.5568,9.0055,5.2617,2.7345712,-6.5375376,14
147,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,39,7.7664,3.1719,3.19,7.8209,4.9977,2.746702,-6.36298,14
148,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,49,7.8933,3.2466,1.6543,7.7883,5.0804,2.542025,-6.294122,14
149,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,59,7.5486,3.189,0.8062,7.2633,4.7938,2.2008007,-6.4562206,14
150,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,69,7.6925,3.4013,0.5315,7.0724,4.5535,2.7279658,-6.0898185,14
151,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,79,7.8852,3.6298,0.3995,6.9211,4.3476,2.357659,-6.0941577,14
152,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,89,8.1364,3.8928,0.2427,6.8858,4.2172,2.7175446,-6.0011506,14
153,diagonal_x,Radeon (TM) RX 480 Graphics,2048 2048,99,8.4044,4.1929,0.057,6.8738,4.1381,2.47079,-6.063673,14
154,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,0,23.2444,14.1968,14.1699,13.8157,5.5308,1.4384661,-5.5895634,15
155,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,9,21.8883,13.3329,13.2335,13.8135,5.5341,1.398347,-5.2407956,15
156,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,19,20.7139,12.3697,12.2756,13.808,5.5323,1.27221,-5.2891536,15
157,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,29,19.8033,11.7351,11.7298,13.7901,5.5323,1.65178,-5.0254855,15
158,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,39,19.6478,11.4373,11.4142,13.375,5.5249,2.1428719,-4.6624503,15
159,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,49,20.3019,11.8566,9.7199,13.568,5.5358,2.5763178,-4.755036,15
160,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,59,21.0571,12.3766,7.4595,13.6361,5.5366,2.5274632,-5.357679,15
161,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,69,22.0939,13.4563,5.9692,13.7034,5.5366,2.5279264,-5.248699,15
162,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,79,22.8363,14.8975,5.1037,13.7279,5.5372,2.3183813,-5.162105,15
163,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,89,23.6365,16.2981,3.5516,13.8095,5.5378,2.5957105,-5.1246037,15
164,diagonal_x,Radeon (TM) RX 480 Graphics,512 512,99,24.1164,17.3998,0.9346,13.7817,5.5388,3.1949327,-5.3290067,15
165,diagonal_x,Radeon Vega Frontier Edition,512 512,0,90.4339,55.4551,55.6994,99.7466,24.9273,3.7712734,-0.4301044,16
166,diagonal_x,Radeon Vega Frontier Edition,512 512,9,87.2113,50.8177,50.8779,95.1031,24.9419,3.8123171,0.18809189,16
167,diagonal_x,Radeon Vega Frontier Edition,512 512,19,84.1404,46.0522,46.3996,91.7894,24.9501,3.5347705,-0.056632586,16
168,diagonal_x,Radeon Vega Frontier Edition,512 512,29,82.631,43.3148,43.3439,90.4814,24.9639,3.2092,-0.024903381,16
169,diagonal_x,Radeon Vega Frontier Edition,512 512,39,81.0511,40.9905,41.3189,90.3987,24.957,3.0723948,0.43392643,16
170,diagonal_x,Radeon Vega Frontier Edition,512 512,49,83.7584,42.9282,36.6412,95.6883,24.9922,2.601699,0.16219452,16
171,diagonal_x,Radeon Vega Frontier Edition,512 512,59,85.6869,42.809,27.775,99.979,25.0128,2.3262641,0.5429171,16
172,diagonal_x,Radeon Vega Frontier Edition,512 512,69,88.2807,47.6454,23.4023,106.5905,25.0278,2.4864624,0.3876837,16
173,diagonal_x,Radeon Vega Frontier Edition,512 512,79,90.3212,52.5776,20.1631,111.9347,25.022,2.5074275,-0.06070035,16
174,diagonal_x,Radeon Vega Frontier Edition,512 512,89,92.2645,58.7948,14.2401,116.3462,25.0044,2.6557148,-0.14773932,16
175,diagonal_x,Radeon Vega Frontier Edition,512 512,99,93.4475,67.7163,3.997,119.4046,25.0598,2.9756653,-0.5458209,16
176,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,0,134.0905,116.2297,117.0109,144.5367,80.4816,0.077025995,7.1855826,17
177,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,9,130.1477,114.131,114.688,140.2403,79.3928,-0.2547816,7.432166,17
178,diagonal_y,NVIDIA GeForce GTX 1080 Ti,1024 1024,19,123.7644,112.1647,112.4813,131.5526,75.2451,0.64743936,7.091974,17
